age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36,technician,single,secondary,no,210.0,no,no,cellular,2,feb,65.0,1,-1.0,0,unknown,no
38,administrative,married,secondary,no,-500.0,no,yes,cellular,2,feb,67.0,1,195.0,5,other,no
48,services,married,secondary,no,74.0,no,no,cellular,2,feb,201.0,1,-1.0,0,unknown,no
53,management,married,secondary,no,478.0,yes,no,cellular,2,feb,66.0,1,264.0,2,failure,no
38,technician,married,secondary,no,10.0,no,no,cellular,2,feb,86.0,1,161.0,5,other,no
27,services,married,primary,no,921.0,no,no,cellular,2,feb,141.0,1,-1.0,0,unknown,no
27,technician,married,tertiary,no,10451.0,yes,no,cellular,2,feb,45.0,1,-1.0,0,unknown,no
46,entrepreneur,married,primary,no,0.0,no,no,cellular,2,feb,64.0,1,-1.0,0,unknown,no
45,services,married,secondary,no,-75.0,yes,no,cellular,2,feb,134.0,1,252.0,1,failure,no
46,blue-collar,married,primary,no,1941.0,yes,no,cellular,2,feb,90.0,1,-1.0,0,unknown,no
48,blue-collar,married,secondary,no,244.0,yes,yes,cellular,2,feb,212.0,1,-1.0,0,unknown,no
30,administrative,single,secondary,no,585.0,no,yes,cellular,2,feb,7.0,6,-1.0,0,unknown,no
40,blue-collar,married,secondary,no,746.0,yes,yes,cellular,2,feb,241.0,1,262.0,3,other,no
60,management,married,primary,no,92.0,no,no,telephone,2,feb,447.0,1,-1.0,0,unknown,no
32,services,single,secondary,no,6857.0,no,no,cellular,2,feb,216.0,1,-1.0,0,unknown,no
48,services,married,secondary,no,51.0,yes,yes,cellular,2,feb,90.0,1,262.0,1,failure,no
58,administrative,married,secondary,no,580.0,no,yes,telephone,2,feb,161.0,3,5.0,3,other,no
45,technician,married,secondary,no,1818.0,no,no,cellular,2,feb,197.0,1,241.0,2,other,no
47,administrative,single,secondary,no,15.0,no,no,cellular,2,feb,71.0,1,266.0,4,failure,no
53,management,married,primary,no,798.0,yes,no,telephone,2,feb,45.0,1,217.0,2,failure,no
43,services,married,unknown,no,790.0,no,no,cellular,2,feb,126.0,1,-1.0,0,unknown,no
53,technician,married,secondary,no,7984.0,yes,no,cellular,2,feb,151.0,1,-1.0,0,unknown,no
54,self-employed,married,secondary,no,534.0,yes,no,cellular,2,feb,165.0,1,188.0,4,failure,no
36,administrative,married,secondary,no,96.0,no,no,cellular,2,feb,302.0,1,-1.0,0,unknown,yes
31,unemployed,single,secondary,no,284.0,yes,no,cellular,2,feb,855.0,1,-1.0,0,unknown,yes
36,blue-collar,single,secondary,no,50.0,no,no,telephone,2,feb,38.0,1,-1.0,0,unknown,no
38,services,single,secondary,no,-196.0,yes,no,cellular,2,feb,60.0,1,271.0,1,failure,no
31,technician,divorced,secondary,no,304.0,no,no,cellular,2,feb,133.0,2,-1.0,0,unknown,no
35,administrative,single,tertiary,no,994.0,no,no,cellular,2,feb,75.0,2,-1.0,0,unknown,no
34,management,married,tertiary,no,28.0,yes,no,cellular,2,feb,504.0,1,-1.0,0,unknown,no
35,blue-collar,married,primary,no,0.0,no,yes,cellular,2,feb,154.0,2,-1.0,0,unknown,no
46,management,married,tertiary,no,587.0,no,no,telephone,2,feb,186.0,1,-1.0,0,unknown,no
27,student,single,secondary,no,1411.0,no,no,cellular,2,feb,92.0,1,-1.0,0,unknown,no
38,services,single,secondary,no,4317.0,yes,no,cellular,2,feb,216.0,2,-1.0,0,unknown,no
47,management,single,tertiary,no,585.0,yes,no,cellular,2,feb,100.0,1,-1.0,0,unknown,no
43,blue-collar,married,primary,no,575.0,no,no,cellular,2,feb,237.0,1,-1.0,0,unknown,no
28,technician,single,tertiary,no,-481.0,yes,yes,cellular,2,feb,100.0,1,-1.0,0,unknown,no
54,technician,married,secondary,no,719.0,yes,no,cellular,2,feb,242.0,1,264.0,1,failure,no
31,services,married,secondary,no,442.0,yes,no,cellular,2,feb,69.0,1,270.0,2,failure,no
42,management,single,tertiary,no,336.0,yes,no,cellular,2,feb,142.0,6,195.0,3,failure,no
34,entrepreneur,married,tertiary,no,-508.0,yes,no,cellular,2,feb,282.0,1,-1.0,0,unknown,no
37,management,married,tertiary,no,767.0,no,yes,cellular,2,feb,204.0,1,-1.0,0,unknown,no
29,unemployed,single,secondary,no,875.0,no,no,cellular,2,feb,137.0,1,-1.0,0,unknown,no
26,student,single,tertiary,no,376.0,no,no,telephone,2,feb,237.0,2,-1.0,0,unknown,no
34,blue-collar,married,primary,no,1873.0,yes,no,cellular,2,feb,192.0,1,-1.0,0,unknown,no
29,technician,single,secondary,no,120.0,no,no,cellular,2,feb,110.0,3,-1.0,0,unknown,no
26,management,single,tertiary,no,761.0,no,no,cellular,2,feb,362.0,1,-1.0,0,unknown,no
33,technician,single,secondary,no,1327.0,yes,no,cellular,2,feb,20.0,7,-1.0,0,unknown,no
30,administrative,single,tertiary,no,267.0,no,no,cellular,2,feb,124.0,1,-1.0,0,unknown,no
42,self-employed,single,secondary,no,924.0,no,no,cellular,2,feb,127.0,1,-1.0,0,unknown,no
29,administrative,single,secondary,no,196.0,no,no,telephone,2,feb,268.0,1,-1.0,0,unknown,no
41,management,married,primary,no,243.0,yes,no,cellular,2,feb,199.0,1,-1.0,0,unknown,no
34,technician,married,primary,no,1301.0,no,no,cellular,2,feb,56.0,1,-1.0,0,unknown,no
35,technician,married,secondary,no,723.0,no,no,cellular,2,feb,324.0,1,-1.0,0,unknown,no
29,management,married,tertiary,no,-45.0,no,no,cellular,2,feb,180.0,1,-1.0,0,unknown,no
28,services,single,secondary,no,0.0,no,no,cellular,2,feb,188.0,1,206.0,2,other,no
34,management,married,tertiary,no,926.0,no,yes,cellular,2,feb,655.0,2,-1.0,0,unknown,no
38,services,married,secondary,no,8876.0,no,no,cellular,2,feb,280.0,1,75.0,1,failure,no
31,administrative,single,tertiary,no,5.0,no,yes,cellular,2,feb,75.0,1,206.0,1,failure,no
26,management,single,tertiary,no,0.0,no,yes,cellular,2,feb,145.0,1,199.0,1,failure,no
39,technician,married,tertiary,no,794.0,no,no,telephone,2,feb,182.0,1,-1.0,0,unknown,no
27,management,single,tertiary,yes,1414.0,yes,no,cellular,2,feb,95.0,1,-1.0,0,unknown,no
35,administrative,married,secondary,no,643.0,yes,no,cellular,2,feb,346.0,2,-1.0,0,unknown,no
41,management,single,tertiary,no,-24.0,yes,no,cellular,2,feb,437.0,1,-1.0,0,unknown,no
44,unemployed,single,tertiary,no,7822.0,yes,no,telephone,2,feb,20.0,1,-1.0,0,unknown,no
59,blue-collar,married,primary,no,0.0,no,no,cellular,2,feb,173.0,1,-1.0,0,unknown,no
37,management,married,secondary,no,10.0,no,yes,cellular,2,feb,164.0,1,250.0,2,failure,no
34,unemployed,divorced,tertiary,no,182.0,yes,no,cellular,2,feb,170.0,1,-1.0,0,unknown,no
40,blue-collar,married,primary,no,418.0,no,no,cellular,2,feb,84.0,2,-1.0,0,unknown,no
36,services,married,secondary,no,145.0,yes,no,cellular,2,feb,109.0,1,252.0,2,other,no
41,blue-collar,divorced,secondary,no,-224.0,yes,no,cellular,2,feb,108.0,2,-1.0,0,unknown,no
36,management,married,tertiary,no,853.0,yes,yes,cellular,2,feb,408.0,1,-1.0,0,unknown,no
54,unemployed,divorced,secondary,no,6745.0,no,no,cellular,2,feb,39.0,1,-1.0,0,unknown,no
38,self-employed,married,secondary,no,290.0,yes,no,cellular,2,feb,123.0,1,258.0,1,failure,no
46,housemaid,married,primary,no,0.0,no,no,telephone,2,feb,161.0,1,-1.0,0,unknown,no
38,management,married,tertiary,no,661.0,yes,no,cellular,2,feb,366.0,1,-1.0,0,unknown,no
55,management,married,primary,no,621.0,no,yes,cellular,2,feb,114.0,1,208.0,1,failure,no
33,management,single,tertiary,no,474.0,yes,no,cellular,2,feb,62.0,1,179.0,3,failure,no
36,administrative,married,secondary,no,131.0,yes,no,cellular,2,feb,83.0,1,-1.0,0,unknown,no
40,technician,married,secondary,no,504.0,yes,no,cellular,2,feb,96.0,1,266.0,1,failure,no
46,blue-collar,divorced,primary,no,216.0,no,no,cellular,2,feb,173.0,1,-1.0,0,unknown,no
83,retired,married,primary,no,425.0,no,no,telephone,2,feb,912.0,1,-1.0,0,unknown,no
46,administrative,married,primary,no,469.0,yes,no,cellular,2,feb,75.0,1,264.0,10,other,no
38,technician,married,secondary,no,201.0,yes,no,cellular,2,feb,43.0,1,-1.0,0,unknown,no
36,unemployed,divorced,secondary,no,1366.0,no,yes,cellular,2,feb,131.0,1,-1.0,0,unknown,no
59,blue-collar,married,secondary,no,410.0,yes,no,cellular,2,feb,136.0,1,-1.0,0,unknown,no
30,management,single,tertiary,no,45.0,no,no,telephone,2,feb,211.0,2,-1.0,0,unknown,no
31,technician,single,secondary,no,775.0,no,no,cellular,2,feb,361.0,1,-1.0,0,unknown,no
34,management,married,tertiary,no,490.0,yes,no,cellular,2,feb,491.0,1,-1.0,0,unknown,no
35,services,married,secondary,no,-50.0,no,no,cellular,2,feb,71.0,1,-1.0,0,unknown,no
29,administrative,single,secondary,no,1027.0,yes,no,cellular,2,feb,177.0,1,-1.0,0,unknown,yes
55,self-employed,divorced,secondary,no,1530.0,no,no,cellular,2,feb,166.0,1,216.0,1,other,no
34,administrative,married,secondary,no,50.0,yes,no,cellular,2,feb,173.0,1,258.0,2,failure,no
31,services,single,secondary,no,125.0,no,no,cellular,2,feb,360.0,1,-1.0,0,unknown,no
32,management,single,tertiary,no,207.0,yes,no,cellular,2,feb,56.0,1,-1.0,0,unknown,no
32,administrative,married,secondary,no,56.0,yes,no,cellular,2,feb,275.0,1,258.0,1,other,no
37,blue-collar,married,secondary,no,-67.0,no,no,cellular,2,feb,157.0,1,-1.0,0,unknown,no
36,administrative,married,secondary,no,0.0,yes,no,cellular,2,feb,236.0,2,252.0,1,other,no
41,housemaid,married,primary,no,1332.0,no,no,telephone,2,feb,122.0,3,-1.0,0,unknown,no
42,blue-collar,married,primary,no,1455.0,yes,no,cellular,2,feb,279.0,2,269.0,2,other,no
40,services,married,secondary,no,683.0,yes,no,cellular,2,feb,299.0,2,-1.0,0,unknown,no
39,management,single,tertiary,no,-145.0,yes,no,cellular,2,feb,268.0,2,196.0,2,failure,no
52,unemployed,married,primary,no,3175.0,no,no,cellular,2,feb,165.0,1,-1.0,0,unknown,no
45,management,married,tertiary,no,474.0,yes,yes,cellular,2,feb,190.0,4,264.0,4,failure,no
60,retired,married,primary,no,174.0,yes,yes,cellular,2,feb,157.0,2,252.0,1,failure,no
36,management,married,tertiary,no,82.0,no,no,cellular,2,feb,124.0,1,178.0,4,success,no
57,administrative,married,secondary,no,11.0,no,no,cellular,2,feb,261.0,1,265.0,3,failure,no
34,technician,married,tertiary,no,-624.0,no,no,telephone,2,feb,20.0,8,-1.0,0,unknown,no
37,management,married,primary,no,1404.0,yes,no,cellular,2,feb,97.0,1,-1.0,0,unknown,no
49,administrative,married,secondary,no,359.0,yes,no,cellular,2,feb,231.0,2,271.0,1,failure,no
37,management,married,tertiary,no,59.0,yes,yes,telephone,2,feb,319.0,1,213.0,1,failure,no
38,entrepreneur,married,tertiary,no,136.0,yes,yes,cellular,2,feb,113.0,2,-1.0,0,unknown,no
41,administrative,married,secondary,no,437.0,yes,no,cellular,2,feb,138.0,1,-1.0,0,unknown,no
46,services,divorced,unknown,no,973.0,no,no,cellular,2,feb,297.0,1,-1.0,0,unknown,no
32,management,married,tertiary,no,55.0,no,no,cellular,2,feb,124.0,3,-1.0,0,unknown,no
38,blue-collar,married,primary,no,489.0,yes,no,cellular,2,feb,218.0,1,-1.0,0,unknown,no
40,services,divorced,secondary,no,687.0,yes,no,cellular,2,feb,531.0,1,208.0,1,success,yes
44,management,married,secondary,no,991.0,no,no,cellular,2,feb,194.0,1,-1.0,0,unknown,no
48,administrative,single,secondary,no,303.0,yes,yes,cellular,2,feb,142.0,1,189.0,4,failure,no
35,management,single,tertiary,no,688.0,no,no,cellular,2,feb,504.0,1,-1.0,0,unknown,no
28,management,single,tertiary,no,224.0,yes,no,cellular,2,feb,97.0,3,-1.0,0,unknown,no
31,technician,single,tertiary,no,1625.0,no,no,cellular,2,feb,158.0,1,-1.0,0,unknown,no
33,management,single,tertiary,no,1021.0,no,no,cellular,2,feb,734.0,1,-1.0,0,unknown,no
43,management,married,secondary,yes,16.0,no,no,cellular,2,feb,154.0,2,-1.0,0,unknown,no
60,retired,married,tertiary,no,2557.0,yes,no,cellular,2,feb,415.0,1,-1.0,0,unknown,yes
31,administrative,single,secondary,no,338.0,no,no,cellular,2,feb,155.0,2,-1.0,0,unknown,no
29,management,single,tertiary,no,29.0,no,no,cellular,2,feb,144.0,1,-1.0,0,unknown,no
27,student,single,secondary,no,1625.0,no,no,cellular,2,feb,180.0,5,-1.0,0,unknown,no
36,blue-collar,married,secondary,no,-42.0,no,yes,cellular,2,feb,521.0,2,193.0,2,other,no
33,management,single,tertiary,no,5437.0,no,no,cellular,2,feb,78.0,1,-1.0,0,unknown,no
33,administrative,married,secondary,no,3519.0,no,no,cellular,2,feb,161.0,1,-1.0,0,unknown,no
45,housemaid,married,tertiary,no,40.0,yes,no,cellular,2,feb,68.0,1,-1.0,0,unknown,no
43,management,married,tertiary,no,0.0,no,no,cellular,2,feb,319.0,2,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,7.0,yes,yes,cellular,2,feb,171.0,2,193.0,2,other,no
43,technician,single,secondary,no,257.0,yes,no,cellular,2,feb,64.0,2,-1.0,0,unknown,no
53,administrative,divorced,secondary,no,372.0,no,yes,cellular,2,feb,126.0,2,-1.0,0,unknown,no
59,management,married,tertiary,no,3401.0,no,no,cellular,2,feb,111.0,1,-1.0,0,unknown,no
46,management,married,tertiary,no,5261.0,no,no,cellular,2,feb,215.0,1,-1.0,0,unknown,no
35,services,divorced,secondary,no,6.0,no,no,cellular,2,feb,111.0,1,-1.0,0,unknown,no
26,student,single,secondary,no,2469.0,no,no,cellular,2,feb,406.0,1,-1.0,0,unknown,no
49,self-employed,married,tertiary,no,147.0,no,yes,cellular,2,feb,559.0,1,189.0,4,failure,no
40,management,married,tertiary,no,0.0,yes,no,cellular,2,feb,279.0,1,-1.0,0,unknown,no
53,technician,single,tertiary,no,-167.0,yes,yes,cellular,2,feb,289.0,1,-1.0,0,unknown,no
61,housemaid,single,unknown,no,893.0,no,no,telephone,2,feb,324.0,1,-1.0,0,unknown,no
36,unemployed,married,secondary,no,608.0,yes,no,cellular,2,feb,114.0,1,263.0,3,other,no
32,management,married,tertiary,no,141.0,no,no,cellular,2,feb,64.0,2,-1.0,0,unknown,no
42,management,married,secondary,no,0.0,yes,yes,cellular,2,feb,854.0,1,-1.0,0,unknown,no
31,management,single,tertiary,no,630.0,no,no,cellular,2,feb,70.0,2,-1.0,0,unknown,no
28,student,single,secondary,no,689.0,no,no,cellular,2,feb,36.0,1,-1.0,0,unknown,no
35,services,married,secondary,no,630.0,yes,no,cellular,2,feb,134.0,1,271.0,2,failure,no
28,unemployed,single,tertiary,no,0.0,no,no,telephone,2,feb,39.0,1,-1.0,0,unknown,no
38,management,married,tertiary,no,1308.0,yes,no,cellular,2,feb,626.0,1,-1.0,0,unknown,yes
57,administrative,married,secondary,no,567.0,yes,no,cellular,2,feb,87.0,2,265.0,3,other,no
33,entrepreneur,married,tertiary,no,606.0,yes,no,cellular,2,feb,194.0,1,-1.0,0,unknown,no
58,retired,married,secondary,no,1227.0,no,no,cellular,2,feb,277.0,1,-1.0,0,unknown,no
26,student,single,secondary,no,5569.0,no,no,cellular,2,feb,236.0,1,-1.0,0,unknown,no
41,management,married,secondary,no,0.0,yes,no,cellular,2,feb,154.0,2,264.0,1,other,no
45,management,married,tertiary,no,3857.0,yes,no,cellular,2,feb,195.0,1,-1.0,0,unknown,no
43,blue-collar,married,secondary,no,1109.0,yes,no,cellular,2,feb,115.0,3,264.0,2,failure,no
60,blue-collar,married,secondary,no,272.0,no,no,cellular,2,feb,421.0,1,-1.0,0,unknown,no
33,management,married,tertiary,no,73.0,yes,no,cellular,2,feb,214.0,1,-1.0,0,unknown,no
58,retired,married,secondary,no,158.0,yes,yes,cellular,2,feb,156.0,5,-1.0,0,unknown,no
45,unemployed,married,primary,no,0.0,yes,no,cellular,2,feb,570.0,2,-1.0,0,unknown,no
38,administrative,divorced,secondary,no,485.0,yes,no,cellular,2,feb,252.0,1,-1.0,0,unknown,no
29,management,single,tertiary,no,642.0,no,no,cellular,2,feb,156.0,3,-1.0,0,unknown,no
32,blue-collar,single,secondary,no,2142.0,no,no,cellular,2,feb,406.0,1,-1.0,0,unknown,no
41,services,divorced,secondary,no,840.0,yes,no,cellular,2,feb,938.0,1,-1.0,0,unknown,yes
27,blue-collar,married,primary,no,0.0,no,no,telephone,2,feb,45.0,1,-1.0,0,unknown,no
29,blue-collar,married,secondary,no,1074.0,no,no,cellular,2,feb,153.0,1,-1.0,0,unknown,no
48,blue-collar,divorced,secondary,yes,-535.0,yes,no,cellular,2,feb,115.0,2,187.0,2,failure,no
39,management,married,unknown,no,1253.0,no,no,cellular,2,feb,337.0,1,-1.0,0,unknown,no
58,management,divorced,tertiary,no,5701.0,no,no,cellular,2,feb,521.0,1,-1.0,0,unknown,yes
27,administrative,single,tertiary,no,43.0,no,no,cellular,2,feb,95.0,3,-1.0,0,unknown,no
48,services,married,secondary,no,22.0,no,no,cellular,2,feb,429.0,2,-1.0,0,unknown,no
40,services,married,secondary,no,809.0,no,no,cellular,2,feb,114.0,1,-1.0,0,unknown,no
31,unemployed,single,primary,no,1.0,no,no,cellular,2,feb,19.0,6,-1.0,0,unknown,no
52,services,married,secondary,no,416.0,yes,no,cellular,2,feb,198.0,2,-1.0,0,unknown,no
43,blue-collar,married,secondary,no,597.0,yes,no,cellular,2,feb,87.0,1,263.0,1,failure,no
38,technician,single,secondary,no,103.0,yes,no,cellular,2,feb,159.0,1,187.0,3,failure,no
31,services,divorced,secondary,no,139.0,no,no,cellular,2,feb,178.0,1,-1.0,0,unknown,no
31,management,single,secondary,no,783.0,yes,no,cellular,2,feb,221.0,2,272.0,1,failure,no
53,technician,married,secondary,no,4930.0,no,yes,cellular,2,feb,228.0,2,-1.0,0,unknown,no
32,management,single,secondary,no,453.0,yes,no,cellular,2,feb,544.0,1,269.0,2,failure,no
75,retired,divorced,primary,no,46.0,no,no,cellular,2,feb,294.0,1,-1.0,0,unknown,no
37,technician,married,secondary,no,494.0,yes,no,cellular,2,feb,247.0,2,269.0,3,failure,no
75,retired,married,primary,no,3324.0,no,no,cellular,2,feb,149.0,1,-1.0,0,unknown,no
60,services,married,secondary,no,292.0,no,yes,cellular,2,feb,260.0,5,195.0,4,failure,no
61,management,married,tertiary,no,6016.0,no,no,cellular,2,feb,670.0,3,-1.0,0,unknown,yes
30,technician,single,secondary,no,57.0,no,no,cellular,2,feb,465.0,2,-1.0,0,unknown,no
48,blue-collar,single,primary,no,8990.0,no,no,telephone,2,feb,1790.0,2,-1.0,0,unknown,yes
32,administrative,single,tertiary,no,2004.0,no,no,cellular,2,feb,141.0,1,75.0,1,failure,no
26,blue-collar,single,secondary,no,494.0,no,no,cellular,2,feb,237.0,1,-1.0,0,unknown,no
38,management,married,tertiary,no,1187.0,yes,yes,cellular,2,feb,157.0,1,-1.0,0,unknown,no
29,blue-collar,married,secondary,no,321.0,yes,yes,cellular,2,feb,102.0,2,-1.0,0,unknown,no
36,management,married,tertiary,no,630.0,no,no,cellular,2,feb,285.0,1,-1.0,0,unknown,yes
42,unemployed,single,secondary,no,1523.0,yes,no,cellular,2,feb,736.0,1,-1.0,0,unknown,no
57,management,married,secondary,no,123.0,no,no,cellular,2,feb,154.0,2,-1.0,0,unknown,no
37,management,single,tertiary,no,230.0,yes,yes,cellular,2,feb,120.0,2,272.0,1,failure,no
45,administrative,married,secondary,no,1214.0,yes,no,cellular,2,feb,150.0,2,189.0,2,failure,no
26,services,single,secondary,no,37.0,no,yes,cellular,2,feb,219.0,5,-1.0,0,unknown,no
35,technician,married,tertiary,no,1526.0,yes,no,cellular,2,feb,236.0,2,217.0,4,failure,no
41,services,divorced,secondary,no,-376.0,yes,no,cellular,2,feb,421.0,3,238.0,9,other,no
33,administrative,married,secondary,no,482.0,yes,no,cellular,2,feb,249.0,1,-1.0,0,unknown,no
31,management,married,tertiary,no,4015.0,yes,no,cellular,2,feb,95.0,2,241.0,3,other,no
31,management,single,tertiary,no,1017.0,no,no,cellular,2,feb,83.0,1,-1.0,0,unknown,no
38,unemployed,single,secondary,no,2876.0,no,no,cellular,2,feb,245.0,2,-1.0,0,unknown,no
39,administrative,divorced,secondary,no,442.0,yes,no,cellular,2,feb,204.0,2,257.0,2,other,no
56,entrepreneur,married,secondary,no,5838.0,no,no,cellular,2,feb,116.0,2,230.0,2,failure,no
35,administrative,married,tertiary,no,1145.0,yes,no,cellular,2,feb,82.0,2,-1.0,0,unknown,no
33,blue-collar,single,secondary,no,123.0,no,no,cellular,2,feb,175.0,2,-1.0,0,unknown,no
31,management,single,tertiary,no,3283.0,no,no,cellular,2,feb,258.0,1,73.0,1,failure,yes
46,management,divorced,tertiary,no,665.0,yes,no,cellular,2,feb,158.0,2,207.0,1,other,no
31,technician,married,secondary,no,671.0,no,no,cellular,2,feb,119.0,2,175.0,2,failure,no
30,self-employed,single,tertiary,no,432.0,yes,no,cellular,2,feb,402.0,1,-1.0,0,unknown,yes
57,technician,married,secondary,no,589.0,yes,no,cellular,2,feb,223.0,1,76.0,4,failure,no
26,technician,single,tertiary,no,15161.0,no,no,cellular,2,feb,280.0,1,-1.0,0,unknown,yes
32,administrative,single,secondary,no,613.0,yes,no,cellular,2,feb,88.0,1,-1.0,0,unknown,no
54,management,divorced,tertiary,no,2037.0,no,no,cellular,2,feb,96.0,1,-1.0,0,unknown,no
55,retired,married,secondary,no,-185.0,no,yes,telephone,2,feb,463.0,2,-1.0,0,unknown,no
67,retired,married,tertiary,no,2841.0,no,no,cellular,2,feb,62.0,1,-1.0,0,unknown,no
53,management,married,tertiary,no,1759.0,no,no,cellular,2,feb,220.0,3,-1.0,0,unknown,no
30,administrative,single,secondary,no,3156.0,no,no,cellular,2,feb,170.0,1,-1.0,0,unknown,no
29,administrative,single,secondary,no,-498.0,yes,no,cellular,2,feb,99.0,3,227.0,14,failure,no
46,technician,married,unknown,no,304.0,no,no,cellular,2,feb,202.0,2,-1.0,0,unknown,no
26,self-employed,single,tertiary,no,458.0,yes,yes,cellular,2,feb,117.0,7,-1.0,0,unknown,no
37,technician,single,tertiary,no,-1.0,yes,no,cellular,2,feb,223.0,2,200.0,7,other,no
38,administrative,single,secondary,no,569.0,yes,yes,cellular,2,feb,164.0,2,272.0,2,failure,no
28,management,single,tertiary,no,233.0,no,no,telephone,2,feb,51.0,2,-1.0,0,unknown,no
41,management,single,tertiary,no,601.0,yes,yes,cellular,2,feb,457.0,2,-1.0,0,unknown,no
49,unemployed,married,primary,no,157.0,yes,no,cellular,2,feb,131.0,2,-1.0,0,unknown,no
36,management,single,unknown,no,601.0,no,no,cellular,2,feb,237.0,2,-1.0,0,unknown,no
40,entrepreneur,divorced,secondary,no,1247.0,yes,no,cellular,2,feb,445.0,2,-1.0,0,unknown,no
43,administrative,single,secondary,no,-247.0,yes,yes,cellular,2,feb,751.0,2,76.0,4,failure,yes
34,technician,married,secondary,no,4.0,yes,no,cellular,2,feb,105.0,2,263.0,1,failure,no
42,management,married,tertiary,no,477.0,yes,no,cellular,2,feb,413.0,2,242.0,3,failure,no
39,services,married,secondary,no,52.0,no,no,telephone,2,feb,1420.0,3,-1.0,0,unknown,yes
33,unemployed,single,tertiary,no,617.0,no,no,cellular,2,feb,620.0,2,-1.0,0,unknown,no
53,technician,married,secondary,no,598.0,no,no,cellular,2,feb,340.0,3,264.0,2,failure,no
27,technician,single,unknown,no,0.0,yes,no,cellular,2,feb,168.0,1,-1.0,0,unknown,no
39,entrepreneur,married,tertiary,no,4.0,yes,yes,cellular,2,feb,871.0,4,-1.0,0,unknown,no
55,unemployed,married,secondary,no,1339.0,no,no,cellular,2,feb,299.0,2,-1.0,0,unknown,no
49,blue-collar,married,primary,no,4.0,yes,yes,cellular,2,feb,161.0,2,-1.0,0,unknown,no
47,technician,married,secondary,no,1167.0,yes,no,cellular,2,feb,139.0,3,73.0,2,success,no
57,retired,married,secondary,no,485.0,no,no,cellular,2,feb,79.0,2,187.0,2,failure,no
83,retired,married,tertiary,no,6236.0,no,no,cellular,2,feb,283.0,2,-1.0,0,unknown,no
39,blue-collar,married,primary,no,541.0,yes,no,cellular,2,feb,361.0,2,258.0,1,other,no
70,management,married,tertiary,no,13297.0,no,no,cellular,2,feb,579.0,2,-1.0,0,unknown,no
35,blue-collar,married,primary,no,526.0,yes,no,cellular,2,feb,914.0,2,-1.0,0,unknown,no
29,management,married,secondary,no,-420.0,yes,no,cellular,2,feb,77.0,3,-1.0,0,unknown,no
48,blue-collar,single,primary,no,623.0,yes,no,cellular,2,feb,1425.0,2,-1.0,0,unknown,yes
32,management,single,tertiary,no,739.0,yes,no,cellular,2,feb,266.0,2,-1.0,0,unknown,no
31,management,divorced,tertiary,no,0.0,no,no,cellular,2,feb,269.0,2,-1.0,0,unknown,no
21,student,single,secondary,no,948.0,no,no,telephone,2,feb,77.0,2,-1.0,0,unknown,no
46,blue-collar,married,primary,no,977.0,no,yes,telephone,2,feb,436.0,3,-1.0,0,unknown,yes
28,technician,single,tertiary,no,172.0,yes,yes,cellular,2,feb,194.0,2,-1.0,0,unknown,no
41,blue-collar,divorced,primary,no,320.0,yes,no,cellular,2,feb,844.0,2,252.0,1,failure,no
26,student,single,secondary,no,0.0,no,no,cellular,2,feb,1223.0,2,-1.0,0,unknown,yes
52,administrative,married,secondary,no,2851.0,no,yes,telephone,2,feb,35.0,1,-1.0,0,unknown,no
28,management,single,tertiary,no,-328.0,yes,no,telephone,2,feb,318.0,2,-1.0,0,unknown,no
43,management,married,primary,no,73.0,no,no,cellular,2,feb,182.0,2,-1.0,0,unknown,no
45,administrative,divorced,secondary,no,479.0,no,no,cellular,2,feb,83.0,2,-1.0,0,unknown,no
36,administrative,married,secondary,no,304.0,yes,no,cellular,2,feb,249.0,3,-1.0,0,unknown,no
51,services,married,secondary,no,615.0,no,no,cellular,2,feb,1110.0,2,-1.0,0,unknown,no
45,administrative,married,secondary,yes,1.0,no,no,telephone,2,feb,1028.0,2,207.0,1,other,no
39,management,married,tertiary,no,588.0,yes,yes,cellular,2,feb,2256.0,2,-1.0,0,unknown,no
51,technician,married,secondary,no,100.0,no,no,cellular,2,feb,467.0,2,-1.0,0,unknown,yes
40,blue-collar,married,secondary,yes,231.0,yes,no,cellular,2,feb,69.0,3,-1.0,0,unknown,no
28,administrative,married,secondary,no,629.0,no,no,cellular,2,feb,160.0,4,-1.0,0,unknown,no
38,technician,married,secondary,no,581.0,yes,no,cellular,2,feb,223.0,2,272.0,1,failure,no
30,services,single,secondary,no,3485.0,no,no,cellular,2,feb,142.0,2,-1.0,0,unknown,no
34,unemployed,single,secondary,no,847.0,no,no,cellular,2,feb,684.0,2,-1.0,0,unknown,no
32,technician,single,tertiary,no,1534.0,no,no,cellular,2,feb,199.0,2,-1.0,0,unknown,no
47,entrepreneur,divorced,secondary,no,186.0,no,no,cellular,2,feb,112.0,2,-1.0,0,unknown,no
37,self-employed,divorced,secondary,no,1082.0,no,no,cellular,2,feb,127.0,3,5.0,5,other,no
46,blue-collar,married,secondary,no,-221.0,yes,yes,cellular,2,feb,219.0,2,244.0,1,failure,no
55,blue-collar,married,primary,no,145.0,no,no,telephone,2,feb,59.0,3,5.0,2,other,no
53,blue-collar,divorced,primary,no,-1.0,yes,no,cellular,2,feb,138.0,3,5.0,1,other,no
